loan_amnt,int_rate,installment,emp_length,annual_inc,loan_status,zip_code,dti,delinq_2yrs,fico_range_high,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
9600.0,7.49,298.58,8.0,60000.0,1,299,22.44,0.0,699.0,0.0,,7.0,0.0,7722.0,59.4,9.0,779.0,775.0,0.0,0.0,0.0,55387.0,0.0,3.0,0.0,0.0,47.0,47665.0,43.0,2.0,2.0,4744.0,50.0,13000.0,0.0,0.0,2.0,2.0,7912.0,4778.0,61.8,0.0,0.0,234.0,91.0,9.0,9.0,0.0,11.0,9.0,0.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,7.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,88635.0,55387.0,12500.0,75635.0
25000.0,7.49,777.55,10.0,109000.0,1,226,26.02,0.0,749.0,1.0,,9.0,0.0,20862.0,54.3,19.0,724.0,720.0,0.0,0.0,0.0,305781.0,0.0,3.0,0.0,1.0,13.0,47194.0,58.0,0.0,1.0,8937.0,57.0,38400.0,1.0,0.0,1.0,2.0,33976.0,17538.0,54.3,0.0,0.0,142.0,168.0,13.0,13.0,3.0,13.0,0.0,0.0,3.0,3.0,5.0,6.0,7.0,5.0,9.0,3.0,9.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,373572.0,68056.0,38400.0,82117.0
18000.0,11.99,400.31,10.0,112000.0,1,856,8.68,0.0,804.0,0.0,,17.0,0.0,10711.0,15.5,27.0,794.0,790.0,0.0,0.0,0.0,205067.0,3.0,1.0,2.0,2.0,3.0,25416.0,97.0,2.0,3.0,7672.0,38.0,82400.0,0.0,1.0,1.0,5.0,17089.0,60336.0,16.7,0.0,0.0,109.0,265.0,1.0,1.0,4.0,1.0,10.0,0.0,5.0,6.0,12.0,12.0,6.0,15.0,17.0,6.0,16.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,309710.0,36127.0,69800.0,26210.0
8650.0,19.89,320.99,8.0,55000.0,1,462,25.49,0.0,679.0,4.0,,18.0,1.0,9568.0,46.0,19.0,639.0,635.0,0.0,0.0,0.0,18926.0,6.0,1.0,0.0,1.0,19.0,9358.0,51.0,12.0,16.0,653.0,46.0,20750.0,2.0,0.0,5.0,17.0,1051.0,1375.0,45.0,0.0,0.0,129.0,95.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,17.0,2.0,2.0,2.0,17.0,17.0,13.0,18.0,,0.0,0.0,12.0,100.0,50.0,1.0,0.0,38998.0,18926.0,2750.0,18248.0
29900.0,12.88,678.49,10.0,65000.0,1,219,21.77,0.0,719.0,0.0,,15.0,0.0,31682.0,46.7,31.0,719.0,715.0,0.0,0.0,0.0,220251.0,2.0,1.0,1.0,2.0,9.0,10815.0,69.0,3.0,5.0,12971.0,51.0,67800.0,0.0,4.0,1.0,7.0,15732.0,18383.0,45.9,0.0,0.0,114.0,139.0,5.0,5.0,2.0,5.0,9.0,0.0,2.0,5.0,4.0,9.0,8.0,13.0,21.0,5.0,15.0,0.0,0.0,0.0,4.0,100.0,25.0,0.0,0.0,271700.0,42497.0,34000.0,15574.0
16000.0,14.85,379.39,10.0,48000.0,1,297,33.18,0.0,689.0,0.0,33.0,11.0,2.0,19108.0,29.6,19.0,664.0,660.0,0.0,0.0,0.0,31329.0,1.0,2.0,1.0,2.0,6.0,12221.0,91.0,1.0,4.0,14982.0,65.0,284700.0,0.0,0.0,1.0,6.0,2848.0,263953.0,17.6,0.0,0.0,131.0,294.0,11.0,6.0,2.0,11.0,11.0,2.0,6.0,9.0,6.0,8.0,6.0,9.0,11.0,9.0,11.0,0.0,0.0,0.0,2.0,78.9,0.0,0.0,2.0,298100.0,31329.0,281300.0,13400.0
28000.0,13.44,949.38,2.0,125000.0,1,100,7.49,0.0,699.0,0.0,,6.0,0.0,22780.0,63.1,22.0,744.0,740.0,0.0,0.0,0.0,22780.0,0.0,0.0,0.0,0.0,64.0,0.0,,0.0,1.0,6881.0,63.0,36100.0,0.0,0.0,1.0,1.0,3797.0,10607.0,63.4,0.0,0.0,113.0,187.0,22.0,22.0,0.0,22.0,10.0,0.0,4.0,4.0,5.0,10.0,3.0,6.0,19.0,5.0,6.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,0.0,36100.0,22780.0,29000.0,0.0
5000.0,13.44,169.54,2.0,79000.0,1,214,12.7,0.0,669.0,0.0,,3.0,0.0,9441.0,101.5,5.0,659.0,655.0,0.0,0.0,0.0,35653.0,0.0,1.0,0.0,1.0,19.0,26212.0,83.0,0.0,0.0,4360.0,87.0,9300.0,2.0,0.0,0.0,1.0,11884.0,0.0,101.4,0.0,0.0,50.0,36.0,32.0,19.0,0.0,36.0,19.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,41091.0,35653.0,4300.0,31791.0
6000.0,7.49,186.61,10.0,100000.0,1,750,13.28,1.0,699.0,1.0,15.0,9.0,0.0,8563.0,72.0,16.0,719.0,715.0,0.0,0.0,0.0,116195.0,0.0,2.0,0.0,0.0,28.0,12525.0,35.0,0.0,1.0,2260.0,45.0,11900.0,0.0,1.0,1.0,1.0,12911.0,437.0,88.5,0.0,0.0,124.0,259.0,18.0,18.0,2.0,36.0,6.0,0.0,2.0,4.0,2.0,6.0,4.0,5.0,9.0,4.0,9.0,0.0,0.0,0.0,0.0,93.7,50.0,0.0,0.0,156354.0,22741.0,3800.0,36083.0
4225.0,14.85,146.16,5.0,35000.0,0,672,15.22,2.0,729.0,0.0,18.0,6.0,0.0,1058.0,24.6,6.0,499.0,0.0,0.0,0.0,0.0,4888.0,0.0,1.0,0.0,0.0,47.0,3830.0,22.0,0.0,0.0,367.0,22.0,4300.0,0.0,0.0,0.0,0.0,815.0,2233.0,14.1,0.0,0.0,47.0,53.0,26.0,26.0,0.0,26.0,14.0,0.0,1.0,2.0,3.0,3.0,1.0,5.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,21822.0,4888.0,2600.0,17522.0
20000.0,5.32,602.3,9.0,65000.0,1,125,18.83,0.0,839.0,1.0,,12.0,0.0,2269.0,3.0,17.0,809.0,805.0,0.0,0.0,0.0,15444.0,0.0,2.0,0.0,1.0,15.0,13175.0,44.0,0.0,1.0,1448.0,15.0,76200.0,2.0,0.0,1.0,2.0,1287.0,73931.0,3.0,0.0,0.0,63.0,295.0,19.0,15.0,0.0,19.0,4.0,0.0,3.0,3.0,10.0,11.0,4.0,10.0,13.0,3.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,106217.0,15444.0,76200.0,30017.0
16000.0,17.97,406.04,0.0,109000.0,1,880,23.35,0.0,684.0,1.0,,11.0,0.0,42469.0,87.6,33.0,679.0,675.0,0.0,0.0,0.0,182936.0,2.0,2.0,2.0,2.0,3.0,20689.0,94.0,1.0,3.0,8897.0,90.0,48500.0,0.0,3.0,1.0,5.0,16631.0,0.0,100.8,0.0,0.0,149.0,164.0,3.0,3.0,1.0,13.0,1.0,0.0,3.0,6.0,3.0,13.0,10.0,8.0,22.0,6.0,11.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,228050.0,63158.0,15800.0,22000.0
17600.0,5.32,530.03,0.0,88000.0,1,672,26.59,0.0,784.0,0.0,,20.0,0.0,12203.0,34.4,42.0,779.0,775.0,0.0,0.0,0.0,229082.0,0.0,10.0,1.0,4.0,9.0,68644.0,74.0,0.0,0.0,9347.0,63.0,35500.0,2.0,6.0,1.0,5.0,12057.0,11397.0,51.7,0.0,0.0,160.0,175.0,37.0,9.0,5.0,37.0,10.0,0.0,2.0,2.0,4.0,7.0,24.0,8.0,13.0,2.0,20.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,285027.0,80847.0,23600.0,92701.0
15000.0,5.32,451.73,10.0,44000.0,1,238,15.34,0.0,689.0,1.0,47.0,7.0,0.0,17003.0,50.3,21.0,694.0,690.0,0.0,0.0,0.0,17003.0,0.0,0.0,0.0,1.0,19.0,0.0,,0.0,1.0,5966.0,50.0,33800.0,0.0,3.0,3.0,2.0,2429.0,7011.0,51.0,0.0,0.0,141.0,162.0,13.0,13.0,2.0,34.0,5.0,0.0,2.0,6.0,2.0,4.0,5.0,7.0,14.0,6.0,7.0,0.0,0.0,0.0,0.0,90.5,0.0,0.0,0.0,33800.0,17003.0,14300.0,0.0
24250.0,24.24,701.01,4.0,75000.0,0,114,20.84,0.0,664.0,0.0,,18.0,0.0,24799.0,65.3,21.0,499.0,0.0,0.0,0.0,0.0,320098.0,2.0,1.0,0.0,1.0,14.0,13676.0,75.0,2.0,10.0,3138.0,61.0,38000.0,1.0,1.0,3.0,13.0,17783.0,9044.0,68.9,0.0,0.0,93.0,104.0,2.0,2.0,2.0,2.0,7.0,0.0,10.0,12.0,11.0,12.0,2.0,15.0,16.0,12.0,18.0,0.0,0.0,0.0,3.0,100.0,63.6,0.0,0.0,344960.0,38475.0,29100.0,18300.0
12000.0,10.78,391.62,1.0,98000.0,1,993,24.04,0.0,694.0,0.0,33.0,15.0,1.0,20462.0,62.8,39.0,754.0,750.0,0.0,0.0,5930.0,374585.0,0.0,4.0,1.0,3.0,9.0,82819.0,66.0,1.0,2.0,12597.0,65.0,32600.0,1.0,1.0,0.0,5.0,26756.0,3884.0,83.9,0.0,0.0,147.0,166.0,9.0,9.0,8.0,9.0,15.0,4.0,3.0,5.0,3.0,6.0,17.0,8.0,14.0,5.0,15.0,0.0,0.0,0.0,2.0,87.2,66.7,0.0,0.0,478544.0,103281.0,24100.0,120544.0
25000.0,13.99,581.58,9.0,79000.0,0,212,34.53,0.0,734.0,1.0,,33.0,0.0,22519.0,18.6,72.0,604.0,600.0,0.0,0.0,171.0,265233.0,3.0,3.0,2.0,4.0,5.0,67459.0,62.0,4.0,8.0,5447.0,28.0,121200.0,2.0,6.0,3.0,12.0,8556.0,57049.0,21.4,0.0,0.0,124.0,174.0,1.0,1.0,6.0,2.0,2.0,0.0,6.0,16.0,12.0,21.0,15.0,29.0,51.0,16.0,33.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,389002.0,89978.0,72600.0,81802.0
7000.0,7.49,217.72,10.0,59000.0,1,215,13.06,1.0,734.0,1.0,23.0,10.0,0.0,10467.0,24.2,34.0,769.0,765.0,0.0,0.0,0.0,55222.0,0.0,1.0,0.0,0.0,45.0,5337.0,26.0,1.0,2.0,6987.0,25.0,43200.0,0.0,2.0,2.0,2.0,6136.0,26118.0,26.0,0.0,0.0,124.0,223.0,10.0,10.0,3.0,34.0,1.0,0.0,2.0,4.0,4.0,5.0,14.0,8.0,17.0,4.0,10.0,0.0,0.0,0.0,1.0,97.1,0.0,0.0,0.0,115502.0,15804.0,35300.0,20402.0
21000.0,13.99,488.53,0.0,52000.0,1,441,14.47,0.0,684.0,1.0,,5.0,0.0,20374.0,87.4,15.0,699.0,695.0,0.0,0.0,0.0,372407.0,1.0,1.0,1.0,1.0,5.0,352033.0,,0.0,0.0,9358.0,87.0,23300.0,1.0,0.0,2.0,1.0,74481.0,2926.0,87.4,0.0,0.0,76.0,131.0,85.0,5.0,0.0,85.0,0.0,0.0,3.0,3.0,4.0,4.0,11.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,0.0,370357.0,372407.0,23300.0,347057.0
27500.0,14.85,652.06,10.0,195000.0,1,710,6.79,0.0,704.0,0.0,,14.0,0.0,34974.0,50.9,19.0,734.0,730.0,0.0,0.0,0.0,267500.0,1.0,1.0,0.0,1.0,21.0,10003.0,76.0,1.0,3.0,12056.0,55.0,68700.0,0.0,0.0,0.0,4.0,19107.0,23969.0,56.8,0.0,0.0,21.0,173.0,3.0,3.0,1.0,3.0,,0.0,6.0,10.0,7.0,9.0,1.0,12.0,17.0,10.0,14.0,0.0,0.0,0.0,1.0,100.0,57.1,0.0,0.0,325100.0,44977.0,55500.0,13200.0
7200.0,11.48,237.36,10.0,72500.0,1,300,8.47,0.0,729.0,1.0,,5.0,0.0,5449.0,35.2,7.0,739.0,735.0,0.0,0.0,0.0,147791.0,2.0,1.0,0.0,1.0,23.0,14807.0,66.0,3.0,3.0,2445.0,53.0,15500.0,1.0,0.0,2.0,4.0,29558.0,10051.0,35.2,0.0,0.0,111.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,189950.0,20256.0,15500.0,22450.0
20000.0,14.85,691.84,6.0,110000.0,1,606,12.45,0.0,694.0,0.0,,8.0,0.0,21374.0,84.5,12.0,694.0,690.0,0.0,0.0,0.0,37491.0,0.0,1.0,1.0,1.0,10.0,16016.0,80.0,0.0,1.0,14981.0,82.0,25300.0,1.0,0.0,1.0,3.0,5356.0,523.0,97.6,0.0,0.0,10.0,102.0,16.0,10.0,0.0,16.0,9.0,0.0,3.0,4.0,3.0,5.0,1.0,6.0,10.0,4.0,8.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,45509.0,37491.0,21500.0,20000.0
20000.0,15.77,700.88,5.0,70000.0,1,331,22.21,0.0,684.0,0.0,38.0,24.0,0.0,19077.0,36.6,63.0,659.0,655.0,0.0,0.0,264.0,63456.0,2.0,3.0,0.0,0.0,47.0,44379.0,84.0,6.0,9.0,2957.0,61.0,52100.0,0.0,0.0,3.0,9.0,2759.0,12279.0,48.0,0.0,0.0,131.0,137.0,2.0,2.0,1.0,2.0,9.0,5.0,8.0,17.0,9.0,9.0,39.0,21.0,23.0,17.0,24.0,0.0,0.0,0.0,6.0,92.1,0.0,0.0,0.0,104696.0,63456.0,23600.0,52596.0
10000.0,17.97,253.78,2.0,55000.0,0,802,35.7,0.0,689.0,0.0,,14.0,0.0,38623.0,78.0,28.0,524.0,520.0,0.0,0.0,0.0,288087.0,2.0,2.0,2.0,2.0,6.0,32895.0,94.0,1.0,1.0,6742.0,85.0,49500.0,0.0,3.0,3.0,4.0,20578.0,287.0,97.4,0.0,0.0,106.0,176.0,7.0,6.0,6.0,51.0,6.0,0.0,3.0,9.0,3.0,4.0,6.0,11.0,16.0,9.0,14.0,0.0,0.0,0.0,4.0,100.0,100.0,0.0,0.0,302401.0,71518.0,11000.0,34953.0
20000.0,9.8,643.47,5.0,75000.0,1,984,23.45,0.0,729.0,0.0,70.0,14.0,0.0,7558.0,9.6,26.0,799.0,795.0,0.0,0.0,0.0,40090.0,2.0,2.0,2.0,3.0,8.0,32532.0,84.0,3.0,5.0,1600.0,34.0,78900.0,0.0,2.0,0.0,8.0,2864.0,48533.0,5.9,0.0,0.0,159.0,283.0,4.0,4.0,1.0,4.0,19.0,2.0,5.0,10.0,7.0,8.0,11.0,12.0,13.0,10.0,14.0,0.0,0.0,0.0,5.0,92.3,0.0,0.0,0.0,117477.0,40090.0,51600.0,38577.0
8650.0,5.32,260.5,0.0,100000.0,1,462,7.28,0.0,754.0,0.0,,15.0,0.0,7158.0,26.7,24.0,774.0,770.0,0.0,0.0,0.0,165450.0,0.0,1.0,1.0,1.0,11.0,24041.0,89.0,0.0,3.0,3081.0,58.0,26800.0,1.0,0.0,5.0,5.0,13788.0,11142.0,39.1,0.0,0.0,73.0,173.0,16.0,11.0,1.0,20.0,11.0,0.0,3.0,3.0,9.0,10.0,5.0,13.0,18.0,3.0,15.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,191618.0,31199.0,18300.0,27078.0
21000.0,13.44,482.56,2.0,54649.0,1,761,12.14,0.0,674.0,0.0,,9.0,1.0,1581.0,26.8,44.0,719.0,715.0,0.0,0.0,0.0,51489.0,0.0,7.0,0.0,2.0,14.0,49908.0,97.0,0.0,1.0,1097.0,89.0,5900.0,1.0,3.0,1.0,3.0,5721.0,4319.0,26.8,0.0,0.0,186.0,194.0,17.0,14.0,2.0,17.0,0.0,0.0,2.0,2.0,2.0,14.0,25.0,2.0,17.0,2.0,9.0,0.0,0.0,0.0,0.0,100.0,50.0,1.0,0.0,57564.0,51489.0,5900.0,51664.0
7200.0,15.77,252.32,0.0,55000.0,1,142,17.35,0.0,684.0,0.0,59.0,24.0,1.0,5938.0,69.0,43.0,689.0,685.0,0.0,0.0,0.0,275831.0,1.0,18.0,3.0,9.0,5.0,269893.0,110.0,0.0,3.0,3234.0,108.0,8600.0,4.0,0.0,9.0,12.0,11493.0,1521.0,77.3,0.0,0.0,111.0,126.0,15.0,5.0,0.0,15.0,5.0,0.0,2.0,3.0,4.0,5.0,35.0,6.0,8.0,3.0,24.0,0.0,0.0,0.0,3.0,97.7,50.0,0.0,1.0,255047.0,275831.0,6700.0,246447.0
8800.0,9.8,283.13,10.0,92000.0,1,493,5.18,0.0,669.0,1.0,45.0,9.0,0.0,9195.0,76.6,24.0,709.0,705.0,0.0,0.0,0.0,105650.0,1.0,1.0,0.0,0.0,35.0,921.0,15.0,2.0,5.0,3818.0,56.0,12000.0,0.0,2.0,3.0,8.0,11739.0,445.0,94.8,0.0,0.0,102.0,169.0,6.0,6.0,2.0,9.0,6.0,0.0,3.0,5.0,3.0,11.0,6.0,6.0,15.0,5.0,9.0,0.0,0.0,0.0,2.0,87.5,100.0,0.0,0.0,116292.0,10116.0,8500.0,6000.0
2500.0,17.27,89.47,10.0,50000.0,1,330,17.6,3.0,674.0,4.0,6.0,7.0,0.0,732.0,31.1,22.0,669.0,665.0,0.0,0.0,0.0,197169.0,3.0,3.0,2.0,4.0,2.0,196437.0,95.0,1.0,2.0,48.0,87.0,2500.0,6.0,3.0,5.0,6.0,28167.0,652.0,6.9,0.0,0.0,149.0,179.0,3.0,2.0,0.0,3.0,0.0,3.0,1.0,4.0,1.0,1.0,14.0,4.0,8.0,4.0,7.0,0.0,0.0,1.0,3.0,68.4,0.0,0.0,0.0,196429.0,197169.0,700.0,193929.0
