loan_amnt;int_rate;installment;emp_length;annual_inc;loan_status;zip_code;dti;delinq_2yrs;fico_range_high;inq_last_6mths;mths_since_last_delinq;open_acc;pub_rec;revol_bal;revol_util;total_acc;last_fico_range_high;last_fico_range_low;collections_12_mths_ex_med;acc_now_delinq;tot_coll_amt;tot_cur_bal;open_acc_6m;open_act_il;open_il_12m;open_il_24m;mths_since_rcnt_il;total_bal_il;il_util;open_rv_12m;open_rv_24m;max_bal_bc;all_util;total_rev_hi_lim;inq_fi;total_cu_tl;inq_last_12m;acc_open_past_24mths;avg_cur_bal;bc_open_to_buy;bc_util;chargeoff_within_12_mths;delinq_amnt;mo_sin_old_il_acct;mo_sin_old_rev_tl_op;mo_sin_rcnt_rev_tl_op;mo_sin_rcnt_tl;mort_acc;mths_since_recent_bc;mths_since_recent_inq;num_accts_ever_120_pd;num_actv_bc_tl;num_actv_rev_tl;num_bc_sats;num_bc_tl;num_il_tl;num_op_rev_tl;num_rev_accts;num_rev_tl_bal_gt_0;num_sats;num_tl_120dpd_2m;num_tl_30dpd;num_tl_90g_dpd_24m;num_tl_op_past_12m;pct_tl_nvr_dlq;percent_bc_gt_75;pub_rec_bankruptcies;tax_liens;tot_hi_cred_lim;total_bal_ex_mort;total_bc_limit;total_il_high_credit_limit
7000.00.00;07.49;217.72;10.00;59000.0;1;215;13.06;01.00;734.00.00;01.00;23.00;10.00;00.00;10467.0;24.02.00;34.00.00;769.00.00;765.00.00;00.00;00.00;00.00;55222.0;00.00;01.00;00.00;00.00;45.00.00;5337.00.00;26.00.00;01.00;02.00;6987.00.00;25.00.00;43200.0;00.00;02.00;02.00;02.00;6136.00.00;26118.0;26.00.00;00.00;00.00;124.00.00;223.00.00;10.00;10.00;03.00;34.00.00;01.00;00.00;02.00;04.00;04.00;05.00;14.00;08.00;17.00;04.00;10.00;00.00;00.00;00.00;01.00;97.01.00;00.00;00.00;00.00;115502.0;15804.0;35300.0;20402.0
20000.0;0,678472222;700.88;05.00;70000.0;1;331;22.21;00.00;684.00.00;00.00;38.00.00;24.00.00;00.00;19077.0;36.06.00;63.00.00;659.00.00;655.00.00;00.00;00.00;264.00.00;63456.0;02.00;03.00;00.00;00.00;47.00.00;44379.0;84.00.00;06.00;09.00;2957.00.00;61.00.00;52100.0;00.00;00.00;03.00;09.00;2759.00.00;12279.0;48.00.00;00.00;00.00;131.00.00;137.00.00;02.00;02.00;01.00;02.00;09.00;05.00;08.00;17.00;09.00;09.00;39.00.00;21.00;23.00;17.00;24.00.00;00.00;00.00;00.00;06.00;92.01.00;00.00;00.00;00.00;104696.0;63456.0;23600.0;52596.0
20000.0;09.08;643.47.00;05.00;75000.0;1;984;23.45;00.00;729.00.00;00.00;70.00.00;14.00;00.00;7558.00.00;09.06;26.00.00;799.00.00;795.00.00;00.00;00.00;00.00;40090.0;02.00;02.00;02.00;03.00;08.00;32532.0;84.00.00;03.00;05.00;1600.00.00;34.00.00;78900.0;00.00;02.00;00.00;08.00;2864.00.00;48533.0;05.09;00.00;00.00;159.00.00;283.00.00;04.00;04.00;01.00;04.00;19.00;02.00;05.00;10.00;07.00;08.00;11.00;12.00;13.00;10.00;14.00;00.00;00.00;00.00;05.00;92.03.00;00.00;00.00;00.00;117477.0;40090.0;51600.0;38577.0
7200.00.00;0,678472222;252.32.00;00.00;55000.0;1;142;17.35;00.00;684.00.00;00.00;59.00.00;24.00.00;01.00;5938.00.00;69.00.00;43.00.00;689.00.00;685.00.00;00.00;00.00;00.00;275831.0;01.00;18.00;03.00;09.00;05.00;269893.0;110.00.00;00.00;03.00;3234.00.00;108.00.00;8600.00.00;04.00;00.00;09.00;12.00;11493.0;1521.00.00;77.03.00;00.00;00.00;111.00.00;126.00.00;15.00;05.00;00.00;15.00;05.00;00.00;02.00;03.00;04.00;05.00;35.00.00;06.00;08.00;03.00;24.00.00;00.00;00.00;00.00;03.00;97.07.00;50.00.00;00.00;01.00;255047.0;275831.0;6700.00.00;246447.0
8800.00.00;09.08;283.13.00;10.00;92000.0;1;493;05.18;00.00;669.00.00;01.00;45.00.00;09.00;00.00;9195.00.00;76.06.00;24.00.00;709.00.00;705.00.00;00.00;00.00;00.00;105650.0;01.00;01.00;00.00;00.00;35.00.00;921.00.00;15.00;02.00;05.00;3818.00.00;56.00.00;12000.0;00.00;02.00;03.00;08.00;11739.0;445.00.00;94.08.00;00.00;00.00;102.00.00;169.00.00;06.00;06.00;02.00;09.00;06.00;00.00;03.00;05.00;03.00;11.00;06.00;06.00;15.00;05.00;09.00;00.00;00.00;00.00;02.00;87.05.00;100.00.00;00.00;00.00;116292.0;10116.0;8500.00.00;6000.00.00
2500.00.00;17.27;89.47.00;10.00;50000.0;1;330;17.06;03.00;674.00.00;04.00;06.00;07.00;00.00;732.00.00;31.01.00;22.00;669.00.00;665.00.00;00.00;00.00;00.00;197169.0;03.00;03.00;02.00;04.00;02.00;196437.0;95.00.00;01.00;02.00;48.00.00;87.00.00;2500.00.00;06.00;03.00;05.00;06.00;28167.0;652.00.00;06.09;00.00;00.00;149.00.00;179.00.00;03.00;02.00;00.00;03.00;00.00;03.00;01.00;04.00;01.00;01.00;14.00;04.00;08.00;04.00;07.00;00.00;00.00;01.00;03.00;68.04.00;00.00;00.00;00.00;196429.0;197169.0;700.00.00;193929.0
11000.0;09.17;350.67;10.00;69000.0;1;441;21.34;00.00;684.00.00;01.00;52.00.00;09.00;00.00;8137.00.00;84.08.00;18.00;704.00.00;700.00.00;00.00;00.00;00.00;205780.0;00.00;03.00;00.00;03.00;17.00;25792.0;63.00.00;00.00;02.00;4361.00.00;67.00.00;9600.00.00;02.00;01.00;01.00;05.00;22864.0;463.00.00;94.06.00;00.00;00.00;127.00.00;135.00.00;13.00;13.00;02.00;13.00;01.00;00.00;04.00;04.00;04.00;05.00;08.00;05.00;08.00;04.00;09.00;00.00;00.00;00.00;00.00;94.04.00;75.00.00;00.00;00.00;231864.0;33929.0;8600.00.00;41107.0
35000.0;0,527083333;778.38.00;10.00;128000.0;1;200;06.46;00.00;689.00.00;00.00;46.00.00;17.00;00.00;14277.0;27.04.00;46.00.00;724.00.00;720.00.00;00.00;00.00;321.00.00;146867.0;01.00;11.00;00.00;00.00;28.00.00;35367.0;49.00.00;00.00;01.00;5020.00.00;40.00.00;52200.0;01.00;04.00;00.00;03.00;8639.00.00;17248.0;35.06.00;00.00;00.00;206.00.00;310.00.00;19.00;03.00;05.00;99.00.00;15.00;01.00;03.00;04.00;03.00;06.00;26.00.00;05.00;11.00;04.00;17.00;00.00;00.00;00.00;01.00;91.03.00;33.03.00;00.00;00.00;220950.0;49644.0;26800.0;71700.0
7200.00.00;09.17;229.53.00;10.00;50000.0;1;150;19.25;00.00;679.00.00;00.00;70.00.00;13.00;00.00;9051.00.00;47.06.00;25.00.00;634.00.00;630.00.00;00.00;00.00;00.00;218695.0;00.00;02.00;00.00;02.00;14.00;18276.0;74.00.00;02.00;04.00;3281.00.00;63.00.00;19000.0;01.00;03.00;02.00;08.00;19881.0;9949.00.00;47.06.00;00.00;00.00;120.00.00;137.00.00;11.00;09.00;03.00;11.00;10.00;00.00;06.00;06.00;08.00;13.00;07.00;09.00;14.00;06.00;13.00;00.00;00.00;00.00;03.00;96.00.00;37.05.00;00.00;00.00;236795.0;27327.0;19000.0;24744.0
20000.0;0,610416667;465.27.00;10.00;70000.0;0;210;16.09;00.00;684.00.00;00.00;33.00.00;20.00;00.00;31200.0;42.00.00;35.00.00;624.00.00;620.00.00;00.00;00.00;00.00;34856.0;02.00;01.00;00.00;00.00;43.00.00;3656.00.00;37.00.00;02.00;03.00;4367.00.00;41.00.00;74200.0;00.00;01.00;00.00;03.00;1835.00.00;18527.0;44.00.00;00.00;00.00;46.00.00;174.00.00;05.00;05.00;00.00;06.00;13.00;01.00;06.00;11.00;09.00;19.00;02.00;19.00;32.00.00;11.00;20.00;00.00;00.00;00.00;02.00;94.03.00;44.04.00;00.00;00.00;84200.0;34856.0;33100.0;10000.0
19000.0;0,642361111;450.52.00;09.00;75000.0;1;112;13.09;00.00;669.00.00;02.00;63.00.00;15.00;00.00;17771.0;63.07.00;34.00.00;779.00.00;775.00.00;00.00;00.00;00.00;72043.0;02.00;02.00;00.00;01.00;13.00;30388.0;83.00.00;03.00;06.00;2724.00.00;75.00.00;27900.0;00.00;04.00;02.00;09.00;5146.00.00;884.00.00;88.02.00;01.00;00.00;151.00.00;186.00.00;01.00;01.00;03.00;03.00;01.00;01.00;04.00;10.00;04.00;06.00;13.00;12.00;18.00;10.00;15.00;00.00;00.00;00.00;04.00;94.01.00;100.00.00;00.00;00.00;94620.0;48159.0;7500.00.00;36720.0
30000.0;0,678472222;1051.31.00;02.00;175000.0;1;430;18.05;00.00;729.00.00;01.00;61.00.00;09.00;00.00;21831.0;50.03.00;23.00;734.00.00;730.00.00;00.00;00.00;00.00;408118.0;02.00;04.00;02.00;04.00;06.00;130740.0;84.00.00;00.00;01.00;12141.0;71.00.00;43400.0;04.00;03.00;03.00;07.00;51015.0;21569.0;50.03.00;00.00;00.00;118.00.00;220.00.00;16.00;06.00;03.00;16.00;00.00;00.00;02.00;02.00;03.00;07.00;09.00;04.00;11.00;02.00;09.00;00.00;00.00;00.00;03.00;95.07.00;33.03.00;00.00;00.00;447599.0;152571.0;43400.0;146568.0
23100.0;20.05;618.46.00;02.00;110000.0;0;197;20.43;00.00;664.00.00;00.00;47.00.00;11.00;00.00;20594.0;94.09.00;24.00.00;584.00.00;580.00.00;00.00;00.00;1105.00.00;55048.0;01.00;03.00;00.00;00.00;25.00.00;34454.0;43.00.00;03.00;05.00;4871.00.00;54.00.00;21700.0;03.00;00.00;09.00;05.00;5505.00.00;1106.00.00;94.09.00;00.00;00.00;159.00.00;352.00.00;03.00;03.00;02.00;03.00;00.00;01.00;05.00;05.00;08.00;11.00;10.00;08.00;12.00;06.00;11.00;00.00;00.00;00.00;03.00;87.05.00;85.07.00;00.00;00.00;102524.0;55048.0;21700.0;80824.0
25000.0;11.48;549.57.00;10.00;135000.0;1;774;0,211805556;00.00;709.00.00;00.00;47.00.00;16.00;00.00;7340.00.00;13.05;33.00.00;709.00.00;705.00.00;00.00;00.00;00.00;23522.0;00.00;01.00;01.00;02.00;07.00;16182.0;91.00.00;02.00;06.00;2990.00.00;33.00.00;54400.0;01.00;01.00;05.00;09.00;1470.00.00;38700.0;15.05;00.00;00.00;134.00.00;100.00.00;07.00;07.00;05.00;10.00;03.00;01.00;03.00;04.00;11.00;13.00;06.00;15.00;21.00;04.00;16.00;00.00;00.00;00.00;04.00;97.00.00;00.00;00.00;00.00;72150.0;23522.0;45800.0;17750.0
10000.0;16.59;246.33.00;00.00;30000.0;1;447;30.84;00.00;719.00.00;02.00;78.00.00;19.00;01.00;6118.00.00;26.06.00;36.00.00;559.00.00;555.00.00;00.00;00.00;00.00;65214.0;02.00;14.00;01.00;03.00;05.00;59096.0;94.00.00;01.00;01.00;4807.00.00;76.00.00;23000.0;05.00;00.00;07.00;04.00;3432.00.00;15310.0;28.01.00;00.00;00.00;183.00.00;162.00.00;03.00;03.00;00.00;03.00;01.00;01.00;03.00;04.00;03.00;05.00;28.00.00;04.00;08.00;04.00;19.00;00.00;00.00;00.00;02.00;96.09.00;00.00;01.00;00.00;85929.0;65214.0;21300.0;62929.0
18500.0;0,561111111;419.08.00;10.00;70000.0;1;752;13.02;00.00;679.00.00;01.00;45.00.00;09.00;00.00;15883.0;57.08.00;19.00;724.00.00;720.00.00;00.00;00.00;00.00;123863.0;01.00;02.00;01.00;02.00;11.00;12681.0;71.00.00;02.00;03.00;5431.00.00;63.00.00;27500.0;00.00;00.00;02.00;05.00;13763.0;11617.0;57.08.00;00.00;00.00;154.00.00;162.00.00;03.00;03.00;02.00;03.00;02.00;01.00;06.00;06.00;06.00;11.00;04.00;06.00;13.00;06.00;09.00;00.00;00.00;00.00;03.00;89.05.00;16.07;00.00;00.00;143748.0;28564.0;27500.0;17944.0
12000.0;05.32;361.38.00;04.00;53750.0;1;850;15.03;01.00;704.00.00;00.00;19.00;08.00;00.00;3172.00.00;17.02;19.00;499.00.00;00.00;00.00;00.00;00.00;142615.0;00.00;01.00;00.00;02.00;17.00;6468.00.00;22.00;00.00;00.00;00.00;22.00;18400.0;02.00;06.00;01.00;03.00;17827.0;8500.00.00;00.00;00.00;00.00;99.00.00;60.00.00;35.00.00;09.00;02.00;37.00.00;11.00;00.00;00.00;03.00;02.00;03.00;10.00;05.00;06.00;03.00;08.00;00.00;00.00;00.00;01.00;94.07.00;00.00;00.00;00.00;183062.0;11146.0;8500.00.00;29053.0
8000.00.00;0,470833333;261.08.00;00.00;45000.0;1;482;21.23;00.00;674.00.00;00.00;34.00.00;28.00.00;00.00;11141.0;35.05.00;69.00.00;769.00.00;765.00.00;00.00;00.00;00.00;148154.0;02.00;02.00;00.00;01.00;13.00;136887.0;86.00.00;04.00;06.00;1984.00.00;49.00.00;31400.0;02.00;02.00;00.00;07.00;5926.00.00;1188.00.00;79.05.00;00.00;00.00;147.00.00;215.00.00;04.00;04.00;02.00;13.00;13.00;01.00;03.00;11.00;03.00;06.00;21.00;25.00.00;45.00.00;12.00;27.00.00;00.00;00.00;00.00;04.00;97.01.00;100.00.00;00.00;00.00;168819.0;148154.0;5800.00.00;136996.0
12000.0;0,470833333;391.62;03.00;40000.0;1;700;31.95;03.00;669.00.00;00.00;09.00;16.00;00.00;11008.0;41.04.00;22.00;524.00.00;520.00.00;00.00;00.00;230.00.00;31915.0;00.00;02.00;01.00;01.00;12.00;20907.0;64.00.00;01.00;02.00;3058.00.00;54.00.00;26600.0;02.00;00.00;04.00;03.00;2128.00.00;10671.0;49.07.00;00.00;00.00;64.00.00;91.00.00;10.00;10.00;00.00;10.00;02.00;00.00;07.00;08.00;10.00;11.00;03.00;14.00;19.00;08.00;16.00;00.00;00.00;00.00;02.00;90.05.00;20.00;00.00;00.00;59420.0;31915.0;21200.0;32820.0
18000.0;07.49;559.83;05.00;75000.0;1;300;25.65;00.00;719.00.00;01.00;46.00.00;12.00;00.00;7758.00.00;33.02.00;47.00.00;529.00.00;525.00.00;00.00;00.00;00.00;304914.0;03.00;06.00;02.00;03.00;06.00;94902.0;76.00.00;02.00;03.00;4829.00.00;65.00.00;23400.0;01.00;03.00;03.00;07.00;25410.0;12642.0;38.00.00;00.00;00.00;177.00.00;175.00.00;06.00;06.00;01.00;06.00;06.00;00.00;02.00;02.00;04.00;15.00;24.00.00;05.00;21.00;02.00;12.00;00.00;00.00;00.00;05.00;97.08.00;50.00.00;00.00;00.00;335119.0;102660.0;20400.0;107522.0
17475.0;0,610416667;597.17.00;02.00;39750.0;0;604;23.58;00.00;699.00.00;00.00;27.00.00;07.00;00.00;10987.0;52.03.00;13.00;589.00.00;585.00.00;00.00;00.00;00.00;32365.0;00.00;03.00;00.00;01.00;18.00;21378.0;73.00.00;01.00;02.00;9131.00.00;64.00.00;21000.0;01.00;00.00;03.00;03.00;5394.00.00;10013.0;52.03.00;00.00;00.00;106.00.00;163.00.00;11.00;11.00;00.00;11.00;11.00;00.00;02.00;02.00;04.00;05.00;06.00;04.00;07.00;02.00;07.00;00.00;00.00;00.00;01.00;84.06.00;00.00;00.00;00.00;50240.0;32365.0;21000.0;29240.0
10500.0;0,678472222;367.96;03.00;70100.0;1;661;08.51;00.00;664.00.00;00.00;35.00.00;05.00;00.00;8280.00.00;77.04.00;10.00;674.00.00;670.00.00;00.00;00.00;00.00;26327.0;01.00;01.00;01.00;01.00;09.00;18047.0;84.00.00;02.00;02.00;5706.00.00;82.00.00;10700.0;02.00;00.00;06.00;03.00;5265.00.00;2420.00.00;77.04.00;00.00;00.00;09.00;88.00.00;06.00;06.00;00.00;06.00;04.00;02.00;03.00;03.00;04.00;07.00;01.00;04.00;09.00;03.00;05.00;00.00;00.00;00.00;03.00;80.00.00;50.00.00;00.00;00.00;32280.0;26327.0;10700.0;21580.0
12000.0;09.17;382.55.00;04.00;39400.0;1;958;26.32.00;00.00;709.00.00;01.00;68.00.00;18.00;00.00;10495.0;34.06.00;25.00.00;794.00.00;790.00.00;00.00;00.00;00.00;153211.0;00.00;02.00;00.00;01.00;18.00;21661.0;68.00.00;01.00;02.00;2688.00.00;52.00.00;30300.0;00.00;00.00;03.00;03.00;10214.0;8209.00.00;49.06.00;00.00;00.00;110.00.00;111.00.00;12.00;12.00;02.00;40.00.00;03.00;00.00;04.00;05.00;05.00;06.00;04.00;15.00;19.00;06.00;18.00;00.00;00.00;00.00;01.00;96.00.00;40.00.00;00.00;00.00;191950.0;32156.0;16300.0;32022.0
4200.00.00;0,610416667;143.53.00;02.00;32000.0;1;377;31.02.00;00.00;709.00.00;02.00;50.00.00;10.00;00.00;1294.00.00;11.07;16.00;634.00.00;630.00.00;00.00;00.00;00.00;38865.0;02.00;06.00;02.00;05.00;01.00;37571.0;89.00.00;01.00;02.00;173.00.00;73.00.00;11100.0;03.00;03.00;03.00;07.00;3887.00.00;5422.00.00;03.02;00.00;00.00;73.00.00;72.00.00;06.00;01.00;00.00;06.00;00.00;01.00;02.00;04.00;02.00;02.00;08.00;04.00;07.00;04.00;10.00;00.00;00.00;00.00;03.00;87.05.00;00.00;00.00;00.00;53161.0;38865.0;5600.00.00;42061.0
15975.0;16.59;566.03.00;04.00;58800.0;1;910;20.45;00.00;669.00.00;01.00;29.00.00;11.00;00.00;9196.00.00;71.08.00;23.00;694.00.00;690.00.00;00.00;00.00;00.00;10916.0;01.00;01.00;00.00;02.00;13.00;1720.00.00;34.00.00;02.00;02.00;2417.00.00;61.00.00;12800.0;02.00;00.00;02.00;04.00;1092.00.00;1388.00.00;83.07.00;00.00;00.00;125.00.00;198.00.00;01.00;01.00;01.00;01.00;00.00;01.00;06.00;09.00;06.00;09.00;04.00;10.00;17.00;09.00;11.00;00.00;00.00;00.00;02.00;59.01.00;66.07.00;00.00;00.00;17800.0;10916.0;8500.00.00;5000.00.00
25825.0;26.06.00;774.14.00;06.00;68000.0;0;207;31.68;00.00;679.00.00;01.00;73.00.00;18.00;00.00;20769.0;69.07.00;33.00.00;679.00.00;675.00.00;00.00;00.00;00.00;72831.0;02.00;04.00;02.00;06.00;03.00;52062.0;87.00.00;01.00;02.00;2739.00.00;77.00.00;29800.0;01.00;07.00;01.00;09.00;4855.00.00;1661.00.00;62.02.00;00.00;00.00;116.00.00;167.00.00;01.00;01.00;00.00;01.00;01.00;00.00;01.00;03.00;03.00;05.00;14.00;13.00;18.00;04.00;18.00;00.00;00.00;00.00;04.00;97.00.00;33.03.00;00.00;00.00;94599.0;72831.0;4400.00.00;59915.0
3200.00.00;08.49;101.01.00;10.00;30407.0;1;550;0,875694444;00.00;714.00.00;00.00;36.00.00;05.00;00.00;1061.00.00;30.03.00;13.00;699.00.00;695.00.00;00.00;00.00;00.00;7804.00.00;00.00;02.00;00.00;01.00;21.00;6743.00.00;67.00.00;01.00;01.00;214.00.00;57.00.00;3500.00.00;00.00;00.00;01.00;02.00;1561.00.00;1286.00.00;14.03;00.00;00.00;66.00.00;190.00.00;07.00;07.00;00.00;62.00.00;07.00;00.00;01.00;02.00;02.00;06.00;06.00;03.00;07.00;02.00;04.00;00.00;00.00;00.00;01.00;92.03.00;00.00;00.00;00.00;13587.0;7804.00.00;1500.00.00;10087.0
